Ticker,Date,Orig date,Market cap,Volume,Quarter,Supersector,Sector
CPR IM,2017-11-07,2017-11-07,9021.452,16.297001586249607,2017:Q3,Food & Beverage,Beverages
BNP FP,2017-10-31,2017-10-31,97500.438,189.7736636955,2017:Q3,Banks,Banks
RF FP,2017-07-28,2017-07-27,5918.7251,7.773263166,2017:S1,Financial Services,Financial Services
BOKA NA,2017-08-17,2017-08-17,4462.2048,14.060359691800004,2017:S1,Construction & Materials,Construction & Materials
GKN LN,2017-07-26,2017-07-26,7394.3666,28.785525679756496,2017:S1,Automobiles & Parts,Automobiles & Parts
GLE FP,2017-11-03,2017-11-03,42840.411,154.0548624286,2017:Q3,Banks,Banks
TLW LN,2017-07-26,2017-07-26,2993.8732,21.201714677308626,2017:S1,Oil & Gas,Oil & Gas Producers
ROR LN,2017-08-08,2017-08-08,2634.3141,6.734294885557087,2017:S1,Industrial Goods & Services,Industrial Engineering
CSGN SW,2017-11-02,2017-11-02,41786.1245,137.98479720483184,2017:Q3,Banks,Banks
STB NO,2017-10-25,2017-10-25,3831.1446,11.49482343190276,2017:Q3,Insurance,Nonlife Insurance
WPP LN,2017-08-23,2017-08-23,23114.5627,74.98015576815303,2017:S1,Media,Media
REP SM,2017-11-03,2017-11-03,28205.161,99.51685767050003,2017:Q3,Oil & Gas,Oil & Gas Producers
HSX LN,2017-07-31,2017-07-31,4902.1613,8.710043028042069,2017:S1,Insurance,Nonlife Insurance
GBF GR,2017-11-14,2017-11-14,1902.0123,5.637890823147916,2017:Q3,Industrial Goods & Services,Support Services
G1A GR,2017-11-03,2017-11-03,9354.0031,22.33558319461875,2017:Q3,Industrial Goods & Services,Industrial Engineering
POM FP,2017-07-21,2017-07-21,5868.2393,6.928036732599999,2017:S1,Automobiles & Parts,Automobiles & Parts
FLS DC,2017-11-09,2017-11-09,3109.219,8.25746599023476,2017:Q3,Construction & Materials,Construction & Materials
CA FP,2017-08-31,2017-08-30,17982.4407,50.5875237855,2017:S1,Retail,Food & Drug Retailers
LNZ AV,2017-11-15,2017-11-15,3226.3401,7.9819446052083345,2017:Q3,Chemicals,Chemicals
MKS LN,2017-11-08,2017-11-08,7095.1478,32.875873915134086,2018:S1,Retail,General Retailers
SK FP,2017-07-26,2017-07-26,9044.3072,7.3654461,2017:S1,Personal & Household Goods,Household Goods & Home Construction
HAS LN,2017-08-31,2017-08-31,3405.0874,5.168277435719126,2017:A,Industrial Goods & Services,Support Services
ANTO LN,2017-10-25,2017-10-25,12876.8086,32.67886686043864,2017:S1,Basic Resources,Mining
PNN LN,2017-11-29,2017-11-29,4494.4083,9.354980830726818,2018:S1,Utilities,"Gas, Water & Multiutilities"
FERG LN,2017-10-03,2017-10-03,16978.473,38.3208981637899,2017:A,Industrial Goods & Services,Support Services
ORK NO,2017-10-25,2017-10-25,10537.6426,13.37792924642329,2017:Q3,Food & Beverage,Food Producers
SIK SW,2017-10-26,2017-10-26,18401.5786,36.56378805974789,2017:Q3,Construction & Materials,Construction & Materials
RYA ID,2017-10-31,2017-10-31,23188.3094,41.30694010892777,2018:S1,Travel & Leisure,Travel & Leisure
TEN IM,2017-11-02,2017-11-01,16239.3771,36.810783389866664,2017:Q3,Basic Resources,Industrial Metals & Mining
DNO NO,2017-11-09,2017-11-09,1419.7509,15.355987446938682,2017:Q3,Oil & Gas,Oil & Gas Producers
LIN GR,2017-10-27,2017-10-27,40681.704,107.47766543885163,2017:Q3,Chemicals,Chemicals
FI/N SW,2017-07-19,2017-07-19,4755.598,9.282369848275986,2017:S1,Industrial Goods & Services,Industrial Engineering
HEIA NA,2017-10-25,2017-10-25,55863.459,73.78834882466668,2017:Q3,Food & Beverage,Beverages
COLR BB,2017-12-13,2017-12-12,7869.0085,14.496701625638888,2018:S1,Retail,Food & Drug Retailers
SCAB SS,2017-10-31,2017-10-31,6614.3866,20.912101579723696,2017:Q3,Basic Resources,Forestry & Paper
SGSN SW,2017-07-17,2017-07-17,18371.7954,35.0808520190291,2017:S1,Industrial Goods & Services,Support Services
LDO IM,2017-11-10,2017-11-09,9495.5652,24.016526591666654,2017:Q3,Industrial Goods & Services,Aerospace & Defense
EDF FP,2017-07-28,2017-07-28,29201.8272,31.656756070426674,2017:S1,Utilities,Electricity
SFER IM,2017-11-15,2017-11-14,4341.2967,16.073476009577778,2017:Q3,Personal & Household Goods,Personal Goods
MHG NO,2017-11-01,2017-11-01,9615.3778,33.190973611193684,2017:Q3,Food & Beverage,Food Producers
ALFA SS,2017-10-25,2017-10-25,10411.5481,19.540951273085476,2017:Q3,Industrial Goods & Services,Industrial Engineering
GETIB SS,2017-10-18,2017-10-18,5030.943,14.573712468939295,2017:Q3,Health Care,Health Care Equipment & Services
CNP FP,2017-11-16,2017-11-16,15403.2223,6.210632208644446,2017:Q3,Insurance,Life Insurance
NHY NO,2017-10-17,2017-10-17,15862.9617,34.23178775603412,2017:Q3,Basic Resources,Industrial Metals & Mining
CFR SW,2017-11-10,2017-11-10,50065.8564,98.22779098364188,2018:S1,Personal & Household Goods,Personal Goods
OUT1V FH,2017-10-26,2017-10-26,3976.3906,27.255572777599998,2017:Q3,Basic Resources,Industrial Metals & Mining
SKG ID,2017-11-01,2017-11-01,7259.6543,16.047092753444442,2017:Q3,Industrial Goods & Services,General Industrials
STM IM,2017-10-26,2017-10-26,21116.8862,69.23609588366668,2017:Q3,Technology,Technology Hardware & Equipment
UBM LN,2017-07-28,2017-07-28,3647.6492,7.6012257663362,2017:S1,Media,Media
ABF LN,2017-11-07,2017-11-07,33513.7769,31.178287690588494,2017:A,Food & Beverage,Food Producers
UDG LN,2017-11-28,2017-11-28,2764.0132,6.08332652963828,2017:A,Health Care,Health Care Equipment & Services
HEIO NA,2017-07-31,2017-07-31,28239.4057,6.559739741866669,2017:S1,Food & Beverage,Beverages
HNR1 GR,2017-11-08,2017-11-08,15114.7161,18.353848546000002,2017:Q3,Insurance,Nonlife Insurance
SU FP,2017-07-27,2017-07-27,47741.4737,96.05073201706664,2017:S1,Industrial Goods & Services,Electronic & Electrical Equipment
KYG ID,2017-08-10,2017-08-10,15943.5102,12.9386148474,2017:S1,Food & Beverage,Food Producers
SAABB SS,2017-10-24,2017-10-24,5741.5355,12.523368696113447,2017:Q3,Industrial Goods & Services,Aerospace & Defense
SHBA SS,2017-10-18,2017-10-18,29065.7736,42.27736052762408,2017:Q3,Banks,Banks
DAI GR,2017-10-20,2017-10-20,86089.1747,206.5303861404786,2017:Q3,Automobiles & Parts,Automobiles & Parts
RBREW DC,2017-11-23,2017-11-22,2944.0641,3.569653739937934,2017:Q3,Food & Beverage,Beverages
VIFN SW,2017-08-08,2017-08-08,7080.7262,18.15608999071855,2017:S1,Health Care,Pharmaceuticals & Biotechnology
ASSAB SS,2017-10-20,2017-10-20,23935.7436,44.54934206930015,2017:Q3,Construction & Materials,Construction & Materials
LSG NO,2017-11-09,2017-11-09,3450.8983,4.177058195205511,2017:Q3,Food & Beverage,Food Producers
ABBN SW,2017-10-26,2017-10-26,55090.3284,105.67811765797488,2017:Q3,Industrial Goods & Services,Industrial Engineering
BILL SS,2017-10-17,2017-10-17,3444.8744,8.947278865154331,2017:Q3,Basic Resources,Forestry & Paper
DSY FP,2017-10-25,2017-10-25,27699.5899,21.439174294400004,2017:Q3,Technology,Software & Computer Services
BZU IM,2017-08-03,2017-08-03,4802.6721,16.698699293055558,2017:S1,Construction & Materials,Construction & Materials
ISAT LN,2017-11-09,2017-11-09,3110.236,15.120388824641275,2017:Q3,Telecommunications,Mobile Telecommunications
KIE LN,2017-09-21,2017-09-21,1539.8403,4.447052152577138,2017:A,Construction & Materials,Construction & Materials
DPW GR,2017-11-09,2017-11-09,55562.0044,85.53761462287497,2017:Q3,Industrial Goods & Services,Industrial Transportation
SOI FP,2017-11-30,2017-11-29,2403.7703,10.465675432422213,2018:S1,Technology,Technology Hardware & Equipment
ARL GR,2017-11-14,2017-11-14,2518.0422,11.023633989582033,2017:Q3,Financial Services,Financial Services
CLN SW,2017-10-31,2017-10-31,8360.9374,64.47136925844629,2017:Q3,Chemicals,Chemicals
FME GR,2017-11-02,2017-11-02,29532.3555,45.2698217064758,2017:Q3,Health Care,Health Care Equipment & Services
IP IM,2017-11-08,2017-11-08,3446.2062,6.700958168588889,2017:Q3,Industrial Goods & Services,Industrial Engineering
BATS LN,2017-07-27,2017-07-27,159508.5102,423.3741202696689,2017:S1,Personal & Household Goods,Tobacco
MF FP,2017-09-07,2017-09-07,7355.6948,7.054735244444446,2017:S1,Financial Services,Financial Services
EDP PL,2017-11-03,2017-11-02,13203.8626,18.911330212146673,2017:Q3,Utilities,Electricity
AXFO SS,2017-10-19,2017-10-19,3883.2021,5.939005510972774,2017:Q3,Retail,Food & Drug Retailers
UTDI GR,2017-11-14,2017-11-13,12698.1496,17.471963060548823,2017:Q3,Technology,Software & Computer Services
JUVE IM,2017-09-25,2017-09-22,947.3727,6.136600126346668,2017:A,Travel & Leisure,Travel & Leisure
CAST SS,2017-10-20,2017-10-20,4433.2712,9.108355520584523,2017:Q3,Real Estate,Real Estate Investment & Services
NOVOB DC,2017-11-01,2017-11-01,124509.8468,125.9752226017728,2017:Q3,Health Care,Pharmaceuticals & Biotechnology
IPN FP,2017-07-27,2017-07-27,10467.6819,15.0288139125,2017:S1,Health Care,Pharmaceuticals & Biotechnology
VPK NA,2017-08-18,2017-08-18,5647.2885,16.28765294466667,2017:S1,Industrial Goods & Services,Industrial Transportation
FORTUM FH,2017-10-26,2017-10-26,18908.5412,55.654443628711114,2017:Q3,Utilities,Electricity
BWY LN,2017-10-17,2017-10-17,5775.9558,15.81748693728257,2017:A,Personal & Household Goods,Household Goods & Home Construction
TW/ LN,2017-08-01,2017-08-01,8385.2439,30.4134360472207,2017:S1,Personal & Household Goods,Household Goods & Home Construction
RSW LN,2017-07-27,2017-07-27,3964.6044,3.4990198823286054,2017:A,Industrial Goods & Services,Electronic & Electrical Equipment
STJ LN,2017-07-27,2017-07-27,8476.0049,19.763491131759253,2017:S1,Insurance,Life Insurance
EOAN GR,2017-11-08,2017-11-08,27387.5723,92.65710856954688,2017:Q3,Utilities,"Gas, Water & Multiutilities"
SCYR SM,2017-11-13,2017-11-13,1297.6278,5.994709045123333,2017:Q3,Construction & Materials,Construction & Materials
ANA SM,2017-11-09,2017-11-08,4582.0116,10.621772108166667,2017:Q3,Construction & Materials,Construction & Materials
BAS GR,2017-10-24,2017-10-24,97346.4176,161.58745311628508,2017:Q3,Chemicals,Chemicals
STAN LN,2017-08-02,2017-08-02,34639.8234,58.02635262597789,2017:S1,Banks,Banks
SSABA SS,2017-10-25,2017-10-25,4513.6199,18.377119798490867,2017:Q3,Basic Resources,Industrial Metals & Mining
INF LN,2017-07-25,2017-07-25,7455.9042,17.16536495852924,2017:S1,Media,Media
FINGB SS,2017-10-26,2017-10-26,633.337,27.224903909071216,2017:Q3,Industrial Goods & Services,Electronic & Electrical Equipment
HMB SS,2017-09-28,2017-09-28,42944.2338,107.50874194685109,2017:Q3,Retail,General Retailers
RPC LN,2017-11-29,2017-11-29,4961.4565,17.787884163308263,2018:S1,Industrial Goods & Services,General Industrials
MT IM,2017-11-07,2017-11-07,1671.7882,6.050843852173334,2017:Q3,Oil & Gas,"Oil Equipment, Services & Distribution"
NDA GR,2017-12-13,2017-12-13,3682.215,13.901749511222222,2017:A,Basic Resources,Industrial Metals & Mining
ANDR AV,2017-11-03,2017-11-03,5760.2397,6.2989255953124985,2017:Q3,Industrial Goods & Services,Industrial Engineering
BP/ LN,2017-10-31,2017-10-31,134136.4822,157.80270588386884,2017:Q3,Oil & Gas,Oil & Gas Producers
RUI FP,2017-09-08,2017-09-07,6331.2547,6.955013067816666,2017:S1,Utilities,"Gas, Water & Multiutilities"
SKY LN,2017-10-12,2017-10-12,21098.0924,49.95286098144449,2018:Q1,Media,Media
SCMN SW,2017-11-02,2017-11-02,26043.499,55.55109182997268,2017:Q3,Telecommunications,Fixed Line Telecommunications
RCO FP,2017-11-23,2017-11-23,6523.8484,8.223944603333333,2018:S1,Food & Beverage,Beverages
WDH DC,2017-08-14,2017-08-14,6615.1026,13.127172120744047,2017:S1,Health Care,Health Care Equipment & Services
RNO FP,2017-07-28,2017-07-28,26707.204,72.10876159678888,2017:S1,Automobiles & Parts,Automobiles & Parts
DTE GR,2017-11-09,2017-11-09,83495.319,149.80388696048146,2017:Q3,Telecommunications,Mobile Telecommunications
INVEB SS,2017-10-17,2017-10-17,37987.5093,38.86195633134918,2017:Q3,Financial Services,Financial Services
VK FP,2017-11-10,2017-11-09,2680.8303,25.019032982134448,2017:Q3,Industrial Goods & Services,Industrial Engineering
UHR SW,2017-07-21,2017-07-21,21676.756,58.4371218738341,2017:S1,Personal & Household Goods,Personal Goods
QQ/ LN,2017-11-16,2017-11-16,1528.7864,4.507049073729995,2018:S1,Industrial Goods & Services,Aerospace & Defense
BESI NA,2017-10-26,2017-10-26,3016.0442,8.86436914972222,2017:Q3,Technology,Technology Hardware & Equipment
OCDO LN,2017-07-05,2017-07-05,2249.7792,13.033804341172138,2017:S1,Retail,Food & Drug Retailers
NOVN SW,2017-10-24,2017-10-24,218445.0474,262.0151724359233,2017:Q3,Health Care,Pharmaceuticals & Biotechnology
GBLB BB,2017-11-03,2017-11-02,17438.7057,9.731315709333332,2017:Q3,Financial Services,Financial Services
SMIN LN,2017-09-22,2017-09-22,8120.4288,18.54528609004586,2017:A,Industrial Goods & Services,General Industrials
GN DC,2017-11-02,2017-11-02,4586.2874,13.086399203805225,2017:Q3,Health Care,Health Care Equipment & Services
SIE GR,2017-11-09,2017-11-09,117646.5858,220.21407868272658,2017:A,Industrial Goods & Services,General Industrials
BTG LN,2017-11-14,2017-11-14,3567.1907,5.81581072522815,2018:S1,Health Care,Pharmaceuticals & Biotechnology
PSG SM,2017-11-08,2017-11-08,4822.4316,3.0724954207999997,2017:Q3,Industrial Goods & Services,Support Services
JYSK DC,2017-10-25,2017-10-25,4954.3808,12.883657398528472,2017:Q3,Banks,Banks
CAP FP,2017-07-27,2017-07-27,18739.181,48.992992549800036,2017:S1,Technology,Software & Computer Services
AGS BB,2017-11-08,2017-11-08,9833.7351,29.605112146249997,2017:Q3,Insurance,Life Insurance
EZJ LN,2017-11-21,2017-11-21,7062.3515,33.67220037285147,2017:A,Travel & Leisure,Travel & Leisure
SHP LN,2017-10-27,2017-10-27,42875.3453,109.32000982827891,2017:Q3,Health Care,Pharmaceuticals & Biotechnology
CNA LN,2017-08-01,2017-08-01,14996.6777,53.68375250064316,2017:S1,Utilities,"Gas, Water & Multiutilities"
TNET BB,2017-10-26,2017-10-26,8133.8215,6.044577151688888,2017:Q3,Media,Media
BRE IM,2017-11-09,2017-11-09,5220.0463,11.123424155522224,2017:Q3,Automobiles & Parts,Automobiles & Parts
PBB GR,2017-11-02,2017-11-02,2009.4635,3.8343962443709665,2017:Q3,Banks,Banks
PSM GR,2017-11-09,2017-11-08,7685.4887,38.62875357181642,2017:Q3,Media,Media
FRA GR,2017-11-02,2017-11-02,8700.1244,11.140941842924999,2017:Q3,Industrial Goods & Services,Industrial Transportation
IRE IM,2017-11-15,2017-11-14,3557.6338,5.863199757226666,2017:Q3,Utilities,"Gas, Water & Multiutilities"
DKSH SW,2017-07-13,2017-07-13,5037.9243,6.181724618473169,2017:S1,Industrial Goods & Services,Support Services
HLMA LN,2017-11-21,2017-11-21,6644.4668,11.3639162791884,2018:S1,Industrial Goods & Services,Electronic & Electrical Equipment
DC/ LN,2017-12-13,2017-12-13,2807.9052,20.40348923258226,2018:S1,Retail,General Retailers
LUX IM,2017-07-24,2017-07-24,29234.3741,20.614226946666662,2017:S1,Personal & Household Goods,Personal Goods
NK FP,2017-11-01,2017-10-31,7283.9224,5.993248638844444,2017:Q3,Basic Resources,Mining
ELUXB SS,2017-10-27,2017-10-27,10850.7315,27.335336083917085,2017:Q3,Personal & Household Goods,Household Goods & Home Construction
TEP FP,2017-07-28,2017-07-27,7612.219,11.700723417999999,2017:S1,Industrial Goods & Services,Support Services
TIT IM,2017-11-10,2017-11-10,16726.4997,71.49080068967557,2017:Q3,Telecommunications,Fixed Line Telecommunications
RRS LN,2017-11-02,2017-11-02,8510.9184,32.38116280771688,2017:Q3,Basic Resources,Mining
SY1 GR,2017-08-09,2017-08-09,9188.8852,15.338143318942219,2017:S1,Chemicals,Chemicals
ISP IM,2017-11-07,2017-11-07,55267.5738,225.57951736630008,2017:Q3,Banks,Banks
BOK LN,2017-10-12,2017-10-12,4853.6379,17.718603688516964,2018:S1,Retail,Food & Drug Retailers
ICP LN,2017-11-14,2017-11-14,3847.238,7.1769697285447736,2018:S1,Financial Services,Financial Services
MTGB SS,2017-10-19,2017-10-19,2622.9625,5.083825249012036,2017:Q3,Media,Media
GNK LN,2017-11-30,2017-11-30,2177.4872,8.161160887394376,2018:S1,Travel & Leisure,Travel & Leisure
BMPS IM,2017-11-07,2017-11-07,5938.3078,42.81037829335802,2017:Q3,Banks,Banks
JM SS,2017-10-26,2017-10-26,1804.7934,11.725888559526743,2017:Q3,Real Estate,Real Estate Investment & Services
LCL LN,2017-08-31,2017-08-31,2925.6507,19.983109671018443,2017:S1,Travel & Leisure,Travel & Leisure
CPG LN,2017-11-21,2017-11-21,32202.533,65.54238637035819,2017:A,Travel & Leisure,Travel & Leisure
BVIC LN,2017-11-29,2017-11-29,2873.1595,5.953299985919536,2017:A,Food & Beverage,Beverages
ETL FP,2017-07-28,2017-07-28,6355.6076,11.934868197244443,2017:A,Media,Media
GNC LN,2017-11-28,2017-11-28,1853.0967,6.653414750310208,2017:A,Food & Beverage,Food Producers
RTO LN,2017-07-27,2017-07-27,6982.1857,14.647894307067219,2017:S1,Industrial Goods & Services,Support Services
BC8 GR,2017-11-10,2017-11-10,3498.7493,4.149510741697265,2017:Q3,Technology,Software & Computer Services
OML LN,2017-08-11,2017-08-11,12536.9569,20.33562210508771,2017:S1,Insurance,Life Insurance
GSK LN,2017-10-25,2017-10-25,93109.5061,154.4625988887637,2017:Q3,Health Care,Pharmaceuticals & Biotechnology
BBY LN,2017-08-16,2017-08-16,2474.0149,5.453289022236686,2017:S1,Construction & Materials,Construction & Materials
KINVB SS,2017-10-26,2017-10-26,9156.7416,17.627093663661896,2017:Q3,Financial Services,Financial Services
LONN SW,2017-07-26,2017-07-26,17956.728,59.489837209314295,2017:S1,Health Care,Pharmaceuticals & Biotechnology
BNR GR,2017-11-08,2017-11-08,9321.0682,12.970452655119962,2017:Q3,Chemicals,Chemicals
SANT GR,2017-11-10,2017-11-10,1058.8979,4.109259271524194,2017:Q3,Retail,General Retailers
UBI IM,2017-11-10,2017-11-10,5347.1612,63.703762709119985,2017:Q3,Banks,Banks
HER IM,2017-11-08,2017-11-08,4994.4008,6.427556091653333,2017:Q3,Utilities,"Gas, Water & Multiutilities"
MAERSKA DC,2017-11-07,2017-11-07,35725.897,8.285626644746062,2017:Q3,Industrial Goods & Services,Industrial Transportation
PROX BB,2017-10-27,2017-10-27,11255.585,14.025561590444443,2017:Q3,Telecommunications,Fixed Line Telecommunications
SRG IM,2017-11-07,2017-11-07,18246.5505,33.754442218397784,2017:Q3,Oil & Gas,"Oil Equipment, Services & Distribution"
SWMA SS,2017-10-27,2017-10-27,6798.0678,17.45464141312234,2017:Q3,Personal & Household Goods,Tobacco
MAERSKB DC,2017-11-07,2017-11-07,35725.897,38.72506384418846,2017:Q3,Industrial Goods & Services,Industrial Transportation
INDT SS,2017-10-25,2017-10-25,3252.6453,3.0655923454993586,2017:Q3,Industrial Goods & Services,Electronic & Electrical Equipment
MAN GR,2017-07-28,2017-07-28,16304.8536,5.8530400687611115,2017:S1,Industrial Goods & Services,Industrial Engineering
HOLMB SS,2017-10-24,2017-10-24,4189.2286,3.1691657337529864,2017:Q3,Basic Resources,Forestry & Paper
ENGI FP,2017-07-28,2017-07-28,39000.4157,70.91345658783335,2017:Q3,Utilities,"Gas, Water & Multiutilities"
PPB LN,2017-08-08,2017-08-08,7929.4654,18.75400831577382,2017:S1,Travel & Leisure,Travel & Leisure
ATCOB SS,2017-10-18,2017-10-18,51032.6059,23.685999936071813,2017:Q3,Industrial Goods & Services,Industrial Engineering
MUV2 GR,2017-11-09,2017-11-09,35459.2742,101.4059781230234,2017:Q3,Insurance,Nonlife Insurance
PAGE LN,2017-08-10,2017-08-10,2078.6662,4.147336508026485,2017:S1,Industrial Goods & Services,Support Services
RO SW,2017-07-27,2017-07-27,217884.2116,6.27719395010163,2017:S1,Health Care,Pharmaceuticals & Biotechnology
IFX GR,2017-11-14,2017-11-14,32089.3049,99.10359953451953,2017:A,Technology,Technology Hardware & Equipment
TRYG DC,2017-10-10,2017-10-10,6365.2724,7.872298092406466,2017:Q3,Insurance,Nonlife Insurance
FHZN SW,2017-08-29,2017-08-29,7503.4674,8.17563166178507,2017:S1,Industrial Goods & Services,Industrial Transportation
ORNBV FH,2017-10-26,2017-10-26,5872.0174,15.323849084666668,2017:Q3,Health Care,Pharmaceuticals & Biotechnology
BAB LN,2017-11-21,2017-11-21,4708.9429,18.04141121571309,2018:S1,Industrial Goods & Services,Aerospace & Defense
PST IM,2017-11-09,2017-11-09,9387.9268,14.919619939544445,2017:Q3,Insurance,Life Insurance
TRELB SS,2017-10-27,2017-10-27,6811.4343,14.416054852043152,2017:Q3,Industrial Goods & Services,Industrial Engineering
KGF LN,2017-09-20,2017-09-20,9255.5757,33.629264578775235,2018:S1,Retail,General Retailers
RIO LN,2017-08-02,2017-08-02,83901.6407,187.4755917615969,2017:S1,Basic Resources,Mining
NCCB SS,2017-10-26,2017-10-26,2410.753,10.838534378865331,2017:Q3,Construction & Materials,Construction & Materials
AI FP,2017-07-28,2017-07-28,47860.238,86.1692476270202,2017:S1,Chemicals,Chemicals
HUFVA SS,2017-11-09,2017-11-09,3650.4488,4.05666581019973,2017:Q3,Real Estate,Real Estate Investment & Services
JEN GR,2017-11-10,2017-11-10,1879.0269,3.446368070032257,2017:Q3,Industrial Goods & Services,Electronic & Electrical Equipment
TELIA SS,2017-10-19,2017-10-19,20707.5533,36.19548273158769,2017:Q3,Telecommunications,Mobile Telecommunications
ENG SM,2017-10-17,2017-10-17,6711.787,33.11240841364999,2017:Q3,Utilities,"Gas, Water & Multiutilities"
SOW GR,2017-10-20,2017-10-20,3789.7128,7.11179456608845,2017:Q3,Technology,Software & Computer Services
GNFT FP,2017-09-26,2017-09-25,975.3378,3.281757957555555,2017:S1,Health Care,Pharmaceuticals & Biotechnology
MRW LN,2017-09-14,2017-09-14,7325.7864,20.326888240959683,2018:S1,Retail,Food & Drug Retailers
GET FP,2017-07-25,2017-07-25,5894.4953,15.748560581841113,2017:S1,Industrial Goods & Services,Industrial Transportation
BARN SW,2017-11-08,2017-11-08,8622.9959,5.9412733395085375,2017:A,Food & Beverage,Food Producers
PWTN SW,2017-10-19,2017-10-19,3250.2563,5.285983159352648,2017:Q3,Industrial Goods & Services,Industrial Transportation
ULE LN,2017-08-07,2017-08-07,2017.0024,6.155290670601057,2017:S1,Industrial Goods & Services,Aerospace & Defense
BPE IM,2017-11-09,2017-11-08,2170.7327,27.03903622504999,2017:Q3,Banks,Banks
ITV LN,2017-07-26,2017-07-26,9464.0164,32.47203217381362,2017:S1,Media,Media
INVP LN,2017-11-16,2017-11-16,6454.1773,8.74475713804011,2018:S1,Financial Services,Financial Services
NDX1 GR,2017-11-14,2017-11-14,835.2751,8.847278331088713,2017:Q3,Oil & Gas,Alternative Energy
SOBI SS,2017-10-25,2017-10-25,3930.5112,6.112955066164399,2017:Q3,Health Care,Pharmaceuticals & Biotechnology
ENI IM,2017-10-27,2017-10-27,58041.6462,165.81874621493327,2017:Q3,Oil & Gas,Oil & Gas Producers
PSPN SW,2017-11-14,2017-11-14,4056.8487,4.122703005748378,2017:Q3,Real Estate,Real Estate Investment & Services
DEQ GR,2017-11-16,2017-11-15,2335.4688,6.469064833237499,2017:Q3,Real Estate,Real Estate Investment & Services
WG/ LN,2017-08-22,2017-08-22,2814.2239,18.953022027351025,2017:S1,Oil & Gas,"Oil Equipment, Services & Distribution"
BARC LN,2017-10-26,2017-10-26,40959.5185,78.43260095372042,2017:Q3,Banks,Banks
BOL FP,2017-09-04,2017-09-01,13702.1249,4.517090990408888,2017:S1,Industrial Goods & Services,Industrial Transportation
ZURN SW,2017-11-09,2017-11-09,46220.0605,95.35103484021892,2017:Q3,Insurance,Nonlife Insurance
GEN DC,2017-11-09,2017-11-08,11716.8945,49.6137458562212,2017:Q3,Health Care,Pharmaceuticals & Biotechnology
SBMO NA,2017-08-09,2017-08-09,3624.3135,15.980455049733335,2017:S1,Oil & Gas,"Oil Equipment, Services & Distribution"
RI FP,2017-08-31,2017-08-31,36201.8819,40.979778530000004,2017:A,Food & Beverage,Beverages
DUE GR,2017-11-08,2017-11-08,4333.8198,12.956652387250003,2017:Q3,Industrial Goods & Services,Industrial Engineering
HO FP,2017-07-26,2017-07-26,23755.0514,24.037337630099998,2017:S1,Industrial Goods & Services,Aerospace & Defense
SW FP,2017-11-16,2017-11-16,18449.8022,25.213529519444442,2017:A,Travel & Leisure,Travel & Leisure
HWDN LN,2017-07-20,2017-07-20,3535.0263,14.428466662106219,2017:S1,Industrial Goods & Services,Support Services
TSCO LN,2017-10-04,2017-10-04,19995.2081,61.45624113684788,2018:S1,Retail,Food & Drug Retailers
VIV FP,2017-11-17,2017-11-16,33008.0168,60.85716205960001,2017:Q3,Media,Media
UHRN SW,2017-07-21,2017-07-21,21676.756,8.745296129249093,2017:S1,Personal & Household Goods,Personal Goods
GEBN SW,2017-10-31,2017-10-31,16786.662,36.23440667475442,2017:Q3,Construction & Materials,Construction & Materials
A3M SM,2017-10-19,2017-10-19,2364.3197,4.41214267288889,2017:Q3,Media,Media
SPM IM,2017-10-24,2017-10-24,4286.7788,36.04234310058666,2017:Q3,Oil & Gas,"Oil Equipment, Services & Distribution"
TATE LN,2017-11-02,2017-11-02,4106.7229,16.261648840730743,2018:S1,Food & Beverage,Food Producers
GFS LN,2017-08-09,2017-08-09,6166.9032,14.440867696192134,2017:S1,Industrial Goods & Services,Support Services
GFRD LN,2017-09-13,2017-09-13,1466.3601,3.5399717348217994,2017:A,Personal & Household Goods,Household Goods & Home Construction
SKAB SS,2017-10-27,2017-10-27,8781.1395,27.250128740712185,2017:Q3,Construction & Materials,Construction & Materials
ERA FP,2017-07-27,2017-07-27,1679.4541,3.2014761123555564,2017:S1,Basic Resources,Industrial Metals & Mining
LOGN SW,2017-10-24,2017-10-24,6005.811,30.55709201303767,2018:S1,Technology,Technology Hardware & Equipment
ZC FP,2017-10-31,2017-10-30,8297.5579,10.2073193945,2017:A,Industrial Goods & Services,Aerospace & Defense
RDSA LN,2017-11-02,2017-11-02,265423.618,145.27253230246504,2017:Q3,Oil & Gas,Oil & Gas Producers
SEBA SS,2017-10-11,2017-10-11,28648.2574,44.63676961423998,2017:Q3,Banks,Banks
LR FP,2017-11-07,2017-11-07,19463.8395,29.052968306111108,2017:Q3,Industrial Goods & Services,Electronic & Electrical Equipment
NMC LN,2017-08-23,2017-08-23,6775.0274,3.9434868653296693,2017:S1,Health Care,Health Care Equipment & Services
SAN SM,2017-10-26,2017-10-26,108927.4682,381.29144756090665,2017:Q3,Banks,Banks
ITX SM,2017-12-13,2017-12-13,114731.1549,155.69800000371114,2018:Q3,Retail,General Retailers
TRE SM,2017-11-10,2017-11-10,1518.4411,15.212097943466674,2017:Q3,Oil & Gas,"Oil Equipment, Services & Distribution"
AMS SW,2017-10-24,2017-10-23,5616.5724,39.03074933565203,2017:Q3,Technology,Technology Hardware & Equipment
APAM NA,2017-11-09,2017-11-08,4605.8146,13.285656422777782,2017:Q3,Basic Resources,Industrial Metals & Mining
